"","adm1_en","adm2_en","variable","value"
"481","Khyber Pakhtunkhwa","Mansehra","boys_high_str",0.328874569857696
"482","Khyber Pakhtunkhwa","Mardan","boys_high_str",0.47955038499612
"483","Khyber Pakhtunkhwa","Mohmand","boys_high_str",NA
"484","Khyber Pakhtunkhwa","North Waziristan","boys_high_str",NA
"485","Khyber Pakhtunkhwa","Nowshera","boys_high_str",0.54880693938335
"486","Khyber Pakhtunkhwa","Orakzai","boys_high_str",NA
"487","Khyber Pakhtunkhwa","Peshawar","boys_high_str",0.505117518600916
"488","Khyber Pakhtunkhwa","Shangla","boys_high_str",1.13817372525867
"489","Khyber Pakhtunkhwa","South Waziristan","boys_high_str",NA
"490","Khyber Pakhtunkhwa","Swabi","boys_high_str",0.526118747244656
"491","Khyber Pakhtunkhwa","Swat","boys_high_str",0.507909546604162
"492","Khyber Pakhtunkhwa","Tank","boys_high_str",1.16418021746
"493","Khyber Pakhtunkhwa","Tor Ghar","boys_high_str",6.75284496050808
"494","Khyber Pakhtunkhwa","Upper Dir","boys_high_str",1.13370458601503
"495","Khyber Pakhtunkhwa","Abbottabad","girls_primary_cr",0.0790535378828314
"496","Khyber Pakhtunkhwa","Bajaur","girls_primary_cr",NA
"497","Khyber Pakhtunkhwa","Bannu","girls_primary_cr",0.088708408484619
"498","Khyber Pakhtunkhwa","Batagram","girls_primary_cr",0.206921014394413
"499","Khyber Pakhtunkhwa","Buner","girls_primary_cr",0.34238461479958
"500","Khyber Pakhtunkhwa","Charsadda","girls_primary_cr",0.12685180985894
"501","Khyber Pakhtunkhwa","Chitral","girls_primary_cr",0.267307329768834
"502","Khyber Pakhtunkhwa","Dera Ismail Khan","girls_primary_cr",0.124660102155393
"503","Khyber Pakhtunkhwa","FR Bannu","girls_primary_cr",NA
"504","Khyber Pakhtunkhwa","FR Dera Ismail Khan","girls_primary_cr",NA
"505","Khyber Pakhtunkhwa","FR Kohat","girls_primary_cr",NA
"506","Khyber Pakhtunkhwa","FR Lakki Marwat","girls_primary_cr",NA
"507","Khyber Pakhtunkhwa","FR Peshawar","girls_primary_cr",NA
"508","Khyber Pakhtunkhwa","FR Tank","girls_primary_cr",44
"509","Khyber Pakhtunkhwa","Hangu","girls_primary_cr",0.628873899152015
"510","Khyber Pakhtunkhwa","Haripur","girls_primary_cr",0.112874218547784
"511","Khyber Pakhtunkhwa","Karak","girls_primary_cr",0.103656679943415
"512","Khyber Pakhtunkhwa","Khyber","girls_primary_cr",NA
"513","Khyber Pakhtunkhwa","Kohat","girls_primary_cr",0.175680098571472
"514","Khyber Pakhtunkhwa","Kohistan","girls_primary_cr",0.207757769197017
"515","Khyber Pakhtunkhwa","Kurram","girls_primary_cr",NA
"516","Khyber Pakhtunkhwa","Lakki Marwat","girls_primary_cr",0.138805570422809
"517","Khyber Pakhtunkhwa","Lower Dir","girls_primary_cr",0.160522975748091
"518","Khyber Pakhtunkhwa","Malakand PA","girls_primary_cr",0.271372132583117
"519","Khyber Pakhtunkhwa","Mansehra","girls_primary_cr",0.067717970370906
"520","Khyber Pakhtunkhwa","Mardan","girls_primary_cr",0.105247448665766
"521","Khyber Pakhtunkhwa","Mohmand","girls_primary_cr",NA
"522","Khyber Pakhtunkhwa","North Waziristan","girls_primary_cr",NA
"523","Khyber Pakhtunkhwa","Nowshera","girls_primary_cr",0.166347549467329
"524","Khyber Pakhtunkhwa","Orakzai","girls_primary_cr",NA
"525","Khyber Pakhtunkhwa","Peshawar","girls_primary_cr",0.160043766171704
"526","Khyber Pakhtunkhwa","Shangla","girls_primary_cr",0.3297804267152
"527","Khyber Pakhtunkhwa","South Waziristan","girls_primary_cr",NA
"528","Khyber Pakhtunkhwa","Swabi","girls_primary_cr",0.134591020320345
"529","Khyber Pakhtunkhwa","Swat","girls_primary_cr",0.14736564482602
"530","Khyber Pakhtunkhwa","Tank","girls_primary_cr",0.425283824839896
"531","Khyber Pakhtunkhwa","Tor Ghar","girls_primary_cr",1.07147892809113
"532","Khyber Pakhtunkhwa","Upper Dir","girls_primary_cr",0.280171288384117
"533","Khyber Pakhtunkhwa","Abbottabad","girls_middle_cr",0.304631287998576
"534","Khyber Pakhtunkhwa","Bajaur","girls_middle_cr",NA
"535","Khyber Pakhtunkhwa","Bannu","girls_middle_cr",0.281260750112334
"536","Khyber Pakhtunkhwa","Batagram","girls_middle_cr",1.20786222515011
"537","Khyber Pakhtunkhwa","Buner","girls_middle_cr",1.42439610772711
"538","Khyber Pakhtunkhwa","Charsadda","girls_middle_cr",0.796835396588525
"539","Khyber Pakhtunkhwa","Chitral","girls_middle_cr",1.00988170502103
"540","Khyber Pakhtunkhwa","Dera Ismail Khan","girls_middle_cr",0.420894639608886
"541","Khyber Pakhtunkhwa","FR Bannu","girls_middle_cr",NA
"542","Khyber Pakhtunkhwa","FR Dera Ismail Khan","girls_middle_cr",NA
"543","Khyber Pakhtunkhwa","FR Kohat","girls_middle_cr",NA
"544","Khyber Pakhtunkhwa","FR Lakki Marwat","girls_middle_cr",NA
"545","Khyber Pakhtunkhwa","FR Peshawar","girls_middle_cr",NA
"546","Khyber Pakhtunkhwa","FR Tank","girls_middle_cr",NA
"547","Khyber Pakhtunkhwa","Hangu","girls_middle_cr",2.21697684209086
"548","Khyber Pakhtunkhwa","Haripur","girls_middle_cr",0.534557098091046
"549","Khyber Pakhtunkhwa","Karak","girls_middle_cr",1.14926465760695
"550","Khyber Pakhtunkhwa","Khyber","girls_middle_cr",NA
"551","Khyber Pakhtunkhwa","Kohat","girls_middle_cr",1.03359342509794
"552","Khyber Pakhtunkhwa","Kohistan","girls_middle_cr",1.00009861098901
"553","Khyber Pakhtunkhwa","Kurram","girls_middle_cr",NA
"554","Khyber Pakhtunkhwa","Lakki Marwat","girls_middle_cr",0.612065076631455
"555","Khyber Pakhtunkhwa","Lower Dir","girls_middle_cr",1.03613376620759
"556","Khyber Pakhtunkhwa","Malakand PA","girls_middle_cr",1.64607698692329
"557","Khyber Pakhtunkhwa","Mansehra","girls_middle_cr",0.405218618686727
"558","Khyber Pakhtunkhwa","Mardan","girls_middle_cr",0.521736600439491
"559","Khyber Pakhtunkhwa","Mohmand","girls_middle_cr",NA
"560","Khyber Pakhtunkhwa","North Waziristan","girls_middle_cr",NA
"561","Khyber Pakhtunkhwa","Nowshera","girls_middle_cr",1.09712836741834
"562","Khyber Pakhtunkhwa","Orakzai","girls_middle_cr",NA
"563","Khyber Pakhtunkhwa","Peshawar","girls_middle_cr",0.680875555453972
"564","Khyber Pakhtunkhwa","Shangla","girls_middle_cr",1.62840783055215
"565","Khyber Pakhtunkhwa","South Waziristan","girls_middle_cr",NA
"566","Khyber Pakhtunkhwa","Swabi","girls_middle_cr",0.936773989434327
"567","Khyber Pakhtunkhwa","Swat","girls_middle_cr",0.996618274790146
"568","Khyber Pakhtunkhwa","Tank","girls_middle_cr",1.85342624394599
"569","Khyber Pakhtunkhwa","Tor Ghar","girls_middle_cr",NA
"570","Khyber Pakhtunkhwa","Upper Dir","girls_middle_cr",2.0590871154185
"571","Khyber Pakhtunkhwa","Abbottabad","girls_high_cr",0.984028077865721
"572","Khyber Pakhtunkhwa","Bajaur","girls_high_cr",NA
"573","Khyber Pakhtunkhwa","Bannu","girls_high_cr",0.802931500783354
"574","Khyber Pakhtunkhwa","Batagram","girls_high_cr",7.01508570758929
"575","Khyber Pakhtunkhwa","Buner","girls_high_cr",2.20691749163025
"576","Khyber Pakhtunkhwa","Charsadda","girls_high_cr",1.43176625287948
"577","Khyber Pakhtunkhwa","Chitral","girls_high_cr",2.82364684199587
"578","Khyber Pakhtunkhwa","Dera Ismail Khan","girls_high_cr",0.937179747172307
"579","Khyber Pakhtunkhwa","FR Bannu","girls_high_cr",NA
"580","Khyber Pakhtunkhwa","FR Dera Ismail Khan","girls_high_cr",NA
"581","Khyber Pakhtunkhwa","FR Kohat","girls_high_cr",NA
"582","Khyber Pakhtunkhwa","FR Lakki Marwat","girls_high_cr",NA
"583","Khyber Pakhtunkhwa","FR Peshawar","girls_high_cr",NA
"584","Khyber Pakhtunkhwa","FR Tank","girls_high_cr",NA
"585","Khyber Pakhtunkhwa","Hangu","girls_high_cr",4.65685911662396
"586","Khyber Pakhtunkhwa","Haripur","girls_high_cr",1.00460210256009
"587","Khyber Pakhtunkhwa","Karak","girls_high_cr",1.70204903215084
"588","Khyber Pakhtunkhwa","Khyber","girls_high_cr",NA
"589","Khyber Pakhtunkhwa","Kohat","girls_high_cr",1.66012850591246
"590","Khyber Pakhtunkhwa","Kohistan","girls_high_cr",19.4
"591","Khyber Pakhtunkhwa","Kurram","girls_high_cr",NA
"592","Khyber Pakhtunkhwa","Lakki Marwat","girls_high_cr",2.71140417880043
"593","Khyber Pakhtunkhwa","Lower Dir","girls_high_cr",1.58338127046908
"594","Khyber Pakhtunkhwa","Malakand PA","girls_high_cr",2.52771120070213
"595","Khyber Pakhtunkhwa","Mansehra","girls_high_cr",0.934228336571716
"596","Khyber Pakhtunkhwa","Mardan","girls_high_cr",0.898793862632584
"597","Khyber Pakhtunkhwa","Mohmand","girls_high_cr",NA
"598","Khyber Pakhtunkhwa","North Waziristan","girls_high_cr",NA
"599","Khyber Pakhtunkhwa","Nowshera","girls_high_cr",1.51310053962067
"600","Khyber Pakhtunkhwa","Orakzai","girls_high_cr",NA
"601","Khyber Pakhtunkhwa","Peshawar","girls_high_cr",0.991069754098201
"602","Khyber Pakhtunkhwa","Shangla","girls_high_cr",7.3745582557085
"603","Khyber Pakhtunkhwa","South Waziristan","girls_high_cr",NA
"604","Khyber Pakhtunkhwa","Swabi","girls_high_cr",1.04420127466334
"605","Khyber Pakhtunkhwa","Swat","girls_high_cr",1.70713922982484
"606","Khyber Pakhtunkhwa","Tank","girls_high_cr",5.27506167902242
"607","Khyber Pakhtunkhwa","Tor Ghar","girls_high_cr",NA
"608","Khyber Pakhtunkhwa","Upper Dir","girls_high_cr",5.78435214870723
"609","Khyber Pakhtunkhwa","Abbottabad","boys_primary_cr",0.0447224807865523
"610","Khyber Pakhtunkhwa","Bajaur","boys_primary_cr",NA
"611","Khyber Pakhtunkhwa","Bannu","boys_primary_cr",0.0657330875357879
"612","Khyber Pakhtunkhwa","Batagram","boys_primary_cr",0.0980442070645866
"613","Khyber Pakhtunkhwa","Buner","boys_primary_cr",0.145943278020549
"614","Khyber Pakhtunkhwa","Charsadda","boys_primary_cr",0.0936014082446265
"615","Khyber Pakhtunkhwa","Chitral","boys_primary_cr",0.0975046133779701
"616","Khyber Pakhtunkhwa","Dera Ismail Khan","boys_primary_cr",0.0610490041460946
"617","Khyber Pakhtunkhwa","FR Bannu","boys_primary_cr",22
"618","Khyber Pakhtunkhwa","FR Dera Ismail Khan","boys_primary_cr",NA
"619","Khyber Pakhtunkhwa","FR Kohat","boys_primary_cr",NA
"620","Khyber Pakhtunkhwa","FR Lakki Marwat","boys_primary_cr",NA
"621","Khyber Pakhtunkhwa","FR Peshawar","boys_primary_cr",NA
"622","Khyber Pakhtunkhwa","FR Tank","boys_primary_cr",NA
"623","Khyber Pakhtunkhwa","Hangu","boys_primary_cr",0.303932065465397
"624","Khyber Pakhtunkhwa","Haripur","boys_primary_cr",0.0684129684335099
"625","Khyber Pakhtunkhwa","Karak","boys_primary_cr",0.116541168460604
"626","Khyber Pakhtunkhwa","Khyber","boys_primary_cr",NA
"627","Khyber Pakhtunkhwa","Kohat","boys_primary_cr",0.137788726011675
"628","Khyber Pakhtunkhwa","Kohistan","boys_primary_cr",0.0570431003849543
"629","Khyber Pakhtunkhwa","Kurram","boys_primary_cr",32
"630","Khyber Pakhtunkhwa","Lakki Marwat","boys_primary_cr",0.0711208247850093
"631","Khyber Pakhtunkhwa","Lower Dir","boys_primary_cr",0.096066359221732
"632","Khyber Pakhtunkhwa","Malakand PA","boys_primary_cr",0.195030732581368
"633","Khyber Pakhtunkhwa","Mansehra","boys_primary_cr",0.0370011571885442
"634","Khyber Pakhtunkhwa","Mardan","boys_primary_cr",0.0677472171123261
"635","Khyber Pakhtunkhwa","Mohmand","boys_primary_cr",NA
"636","Khyber Pakhtunkhwa","North Waziristan","boys_primary_cr",NA
"637","Khyber Pakhtunkhwa","Nowshera","boys_primary_cr",0.116125529958165
"638","Khyber Pakhtunkhwa","Orakzai","boys_primary_cr",64.5
"639","Khyber Pakhtunkhwa","Peshawar","boys_primary_cr",0.101267571353401
"640","Khyber Pakhtunkhwa","Shangla","boys_primary_cr",0.151479487185411
"641","Khyber Pakhtunkhwa","South Waziristan","boys_primary_cr",NA
"642","Khyber Pakhtunkhwa","Swabi","boys_primary_cr",0.0810078149771305
"643","Khyber Pakhtunkhwa","Swat","boys_primary_cr",0.0754767111406354
"644","Khyber Pakhtunkhwa","Tank","boys_primary_cr",0.213904246673304
"645","Khyber Pakhtunkhwa","Tor Ghar","boys_primary_cr",0.399973687075787
"646","Khyber Pakhtunkhwa","Upper Dir","boys_primary_cr",0.133795873781834
"647","Khyber Pakhtunkhwa","Abbottabad","boys_middle_cr",0.393919000490157
"648","Khyber Pakhtunkhwa","Bajaur","boys_middle_cr",NA
"649","Khyber Pakhtunkhwa","Bannu","boys_middle_cr",0.394776910398819
"650","Khyber Pakhtunkhwa","Batagram","boys_middle_cr",0.573566347249695
"651","Khyber Pakhtunkhwa","Buner","boys_middle_cr",0.757370358435447
"652","Khyber Pakhtunkhwa","Charsadda","boys_middle_cr",0.792720240300313
"653","Khyber Pakhtunkhwa","Chitral","boys_middle_cr",0.736644645308482
"654","Khyber Pakhtunkhwa","Dera Ismail Khan","boys_middle_cr",0.256772538338733
"655","Khyber Pakhtunkhwa","FR Bannu","boys_middle_cr",NA
"656","Khyber Pakhtunkhwa","FR Dera Ismail Khan","boys_middle_cr",NA
"657","Khyber Pakhtunkhwa","FR Kohat","boys_middle_cr",22
"658","Khyber Pakhtunkhwa","FR Lakki Marwat","boys_middle_cr",NA
"659","Khyber Pakhtunkhwa","FR Peshawar","boys_middle_cr",NA
"660","Khyber Pakhtunkhwa","FR Tank","boys_middle_cr",NA
"661","Khyber Pakhtunkhwa","Hangu","boys_middle_cr",2.17165382367038
"662","Khyber Pakhtunkhwa","Haripur","boys_middle_cr",0.438312292251419
"663","Khyber Pakhtunkhwa","Karak","boys_middle_cr",0.680017006286222
"664","Khyber Pakhtunkhwa","Khyber","boys_middle_cr",NA
"665","Khyber Pakhtunkhwa","Kohat","boys_middle_cr",0.884420086371259
"666","Khyber Pakhtunkhwa","Kohistan","boys_middle_cr",0.206161880469245
"667","Khyber Pakhtunkhwa","Kurram","boys_middle_cr",NA
"668","Khyber Pakhtunkhwa","Lakki Marwat","boys_middle_cr",0.795405375234132
"669","Khyber Pakhtunkhwa","Lower Dir","boys_middle_cr",0.682898040562407
"670","Khyber Pakhtunkhwa","Malakand PA","boys_middle_cr",1.67534862424776
"671","Khyber Pakhtunkhwa","Mansehra","boys_middle_cr",0.239725528681159
"672","Khyber Pakhtunkhwa","Mardan","boys_middle_cr",0.555537211912731
"673","Khyber Pakhtunkhwa","Mohmand","boys_middle_cr",NA
"674","Khyber Pakhtunkhwa","North Waziristan","boys_middle_cr",NA
"675","Khyber Pakhtunkhwa","Nowshera","boys_middle_cr",0.849156980348782
"676","Khyber Pakhtunkhwa","Orakzai","boys_middle_cr",NA
"677","Khyber Pakhtunkhwa","Peshawar","boys_middle_cr",0.579128001590108
"678","Khyber Pakhtunkhwa","Shangla","boys_middle_cr",0.642867055369677
"679","Khyber Pakhtunkhwa","South Waziristan","boys_middle_cr",NA
"680","Khyber Pakhtunkhwa","Swabi","boys_middle_cr",0.589777496957646
"681","Khyber Pakhtunkhwa","Swat","boys_middle_cr",0.510541760626116
"682","Khyber Pakhtunkhwa","Tank","boys_middle_cr",0.771448158585348
"683","Khyber Pakhtunkhwa","Tor Ghar","boys_middle_cr",0.767771843435692
"684","Khyber Pakhtunkhwa","Upper Dir","boys_middle_cr",0.755738787532286
"685","Khyber Pakhtunkhwa","Abbottabad","boys_high_cr",0.453985384798061
"686","Khyber Pakhtunkhwa","Bajaur","boys_high_cr",NA
"687","Khyber Pakhtunkhwa","Bannu","boys_high_cr",0.544162984903214
"688","Khyber Pakhtunkhwa","Batagram","boys_high_cr",0.972858705440399
"689","Khyber Pakhtunkhwa","Buner","boys_high_cr",0.733984158240244
"690","Khyber Pakhtunkhwa","Charsadda","boys_high_cr",0.61620170050457
"691","Khyber Pakhtunkhwa","Chitral","boys_high_cr",0.733677861492006
"692","Khyber Pakhtunkhwa","Dera Ismail Khan","boys_high_cr",0.352946263832993
"693","Khyber Pakhtunkhwa","FR Bannu","boys_high_cr",NA
"694","Khyber Pakhtunkhwa","FR Dera Ismail Khan","boys_high_cr",NA
"695","Khyber Pakhtunkhwa","FR Kohat","boys_high_cr",NA
"696","Khyber Pakhtunkhwa","FR Lakki Marwat","boys_high_cr",NA
"697","Khyber Pakhtunkhwa","FR Peshawar","boys_high_cr",NA
"698","Khyber Pakhtunkhwa","FR Tank","boys_high_cr",NA
"699","Khyber Pakhtunkhwa","Hangu","boys_high_cr",1.47979816917445
"700","Khyber Pakhtunkhwa","Haripur","boys_high_cr",0.622181308804975
"701","Khyber Pakhtunkhwa","Karak","boys_high_cr",0.564663337414797
"702","Khyber Pakhtunkhwa","Khyber","boys_high_cr",NA
"703","Khyber Pakhtunkhwa","Kohat","boys_high_cr",0.763351877803559
"704","Khyber Pakhtunkhwa","Kohistan","boys_high_cr",0.659858493468557
"705","Khyber Pakhtunkhwa","Kurram","boys_high_cr",NA
"706","Khyber Pakhtunkhwa","Lakki Marwat","boys_high_cr",0.741192164467067
"707","Khyber Pakhtunkhwa","Lower Dir","boys_high_cr",0.572569351803867
"708","Khyber Pakhtunkhwa","Malakand PA","boys_high_cr",1.09526822381922
"709","Khyber Pakhtunkhwa","Mansehra","boys_high_cr",0.328874569857696
"710","Khyber Pakhtunkhwa","Mardan","boys_high_cr",0.47955038499612
"711","Khyber Pakhtunkhwa","Mohmand","boys_high_cr",NA
"712","Khyber Pakhtunkhwa","North Waziristan","boys_high_cr",NA
"713","Khyber Pakhtunkhwa","Nowshera","boys_high_cr",0.54880693938335
"714","Khyber Pakhtunkhwa","Orakzai","boys_high_cr",NA
"715","Khyber Pakhtunkhwa","Peshawar","boys_high_cr",0.505117518600916
"716","Khyber Pakhtunkhwa","Shangla","boys_high_cr",1.13817372525867
"717","Khyber Pakhtunkhwa","South Waziristan","boys_high_cr",NA
"718","Khyber Pakhtunkhwa","Swabi","boys_high_cr",0.526118747244656
"719","Khyber Pakhtunkhwa","Swat","boys_high_cr",0.507909546604162
"720","Khyber Pakhtunkhwa","Tank","boys_high_cr",1.16418021746
"721","Khyber Pakhtunkhwa","Tor Ghar","boys_high_cr",6.75284496050808
"722","Khyber Pakhtunkhwa","Upper Dir","boys_high_cr",1.13370458601503
